municipality,urban_file,year,population,lpcd_mean,lpcd_lower90,lpcd_upper90,annual_m3_mean,annual_m3_lower90,annual_m3_upper90,mean_monthly_m3,monthly_m3_lower90,monthly_m3_upper90,flag,n_overlap_years,cv_ratio
City of Malolos,Urban_3,2004,199152.6,86.64940667093103,75.00387720613652,191.6645523695495,6298605.93884524,5452084.261824231,13932230.285264662,524883.8282371033,454340.35515201924,1161019.1904387218,backcast_mid,20.0,0.2937270790423719
City of Malolos,Urban_3,2005,205118.0,116.86581475921578,116.86581475921578,116.86581475921578,8749518.0,8749518.0,8749518.0,729126.5,729126.5,729126.5,observed,20.0,0.2937270790423719
City of Malolos,Urban_3,2006,211083.4,117.11719581175478,117.11719581175478,117.11719581175478,9023346.0,9023346.0,9023346.0,751945.5,751945.5,751945.5,observed,20.0,0.2937270790423719
City of Malolos,Urban_3,2007,217048.8,111.0103741331474,111.0103741331474,111.0103741331474,8794554.0,8794554.0,8794554.0,732879.5,732879.5,732879.5,observed,20.0,0.2937270790423719
City of Malolos,Urban_3,2008,223014.2,117.09681291502748,117.09681291502748,117.09681291502748,9531702.0,9531702.0,9531702.0,794308.5,794308.5,794308.5,observed,20.0,0.2937270790423719
City of Malolos,Urban_3,2009,228979.6,113.24136143060612,113.24136143060612,113.24136143060612,9464436.0,9464436.0,9464436.0,788703.0,788703.0,788703.0,observed,20.0,0.2937270790423719
City of Malolos,Urban_3,2010,234945.0,110.36609267630983,110.36609267630983,110.36609267630983,9464436.0,9464436.0,9464436.0,788703.0,788703.0,788703.0,observed,20.0,0.2937270790423719
City of Malolos,Urban_3,2011,238370.8,127.18205279855115,127.18205279855115,127.18205279855115,11065518.0,11065518.0,11065518.0,922126.5,922126.5,922126.5,observed,20.0,0.2937270790423719
City of Malolos,Urban_3,2012,241796.6,143.52151229020646,143.52151229020646,143.52151229020646,12666600.0,12666600.0,12666600.0,1055550.0,1055550.0,1055550.0,observed,20.0,0.2937270790423719
City of Malolos,Urban_3,2013,245222.4,141.51649155472802,141.51649155472802,141.51649155472802,12666600.0,12666600.0,12666600.0,1055550.0,1055550.0,1055550.0,observed,20.0,0.2937270790423719
City of Malolos,Urban_3,2014,248648.2,158.4507695215046,158.4507695215046,158.4507695215046,14380452.0,14380452.0,14380452.0,1198371.0,1198371.0,1198371.0,observed,20.0,0.2937270790423719
City of Malolos,Urban_3,2015,252074.0,159.65272646073382,159.65272646073382,159.65272646073382,14689170.0,14689170.0,14689170.0,1224097.5,1224097.5,1224097.5,observed,20.0,0.2937270790423719
City of Malolos,Urban_3,2016,253897.0,125.01041707075584,125.01041707075584,125.01041707075584,11585016.0,11585016.0,11585016.0,965418.0,965418.0,965418.0,observed,20.0,0.2937270790423719
City of Malolos,Urban_3,2017,255720.0,131.56438227599108,131.56438227599108,131.56438227599108,12279930.0,12279930.0,12279930.0,1023327.5,1023327.5,1023327.5,observed,20.0,0.2937270790423719
City of Malolos,Urban_3,2018,257543.0,124.53061834759978,124.53061834759978,124.53061834759978,11706276.0,11706276.0,11706276.0,975523.0,975523.0,975523.0,observed,20.0,0.2937270790423719
City of Malolos,Urban_3,2019,259366.0,123.65533277721786,123.65533277721786,123.65533277721786,11706276.0,11706276.0,11706276.0,975523.0,975523.0,975523.0,observed,20.0,0.2937270790423719
City of Malolos,Urban_3,2020,261189.0,221.4741364267947,221.4741364267947,221.4741364267947,21114012.0,21114012.0,21114012.0,1759501.0,1759501.0,1759501.0,observed,20.0,0.2937270790423719
City of Malolos,Urban_3,2021,263344.0,182.89712419486528,182.89712419486528,182.89712419486528,17580174.0,17580174.0,17580174.0,1465014.5,1465014.5,1465014.5,observed,20.0,0.2937270790423719
City of Malolos,Urban_3,2022,265499.0,179.5260999099808,179.5260999099808,179.5260999099808,17397360.0,17397360.0,17397360.0,1449780.0,1449780.0,1449780.0,observed,20.0,0.2937270790423719
City of Malolos,Urban_3,2023,267654.0,183.8669449650341,183.8669449650341,183.8669449650341,17962644.0,17962644.0,17962644.0,1496887.0,1496887.0,1496887.0,observed,20.0,0.2937270790423719
City of Malolos,Urban_3,2024,269809.0,193.48095915847523,193.48095915847523,193.48095915847523,19054060.0,19054060.0,19054060.0,1587838.3333333333,1587838.3333333333,1587838.3333333333,observed,20.0,0.2937270790423719
Guiguinto,Urban_3,2000,67571.0,52.30683006451502,60.200854692357254,164.6164636805662,1290065.0572156108,1277249.258370589,4060004.1595862317,107505.42143463423,106437.43819754908,338333.6799655193,backcast_low,2.0,0.0099342267844094
Guiguinto,Urban_3,2001,69864.6,69.37160233342732,79.84100253637442,218.32154313114177,1769016.0256601477,1751442.2192759851,5567325.7580175875,147418.00213834565,145953.51827299877,463943.81316813227,backcast_low,2.0,0.0099342267844094
Guiguinto,Urban_3,2002,72158.2,66.83947263316378,76.92672973567606,210.35259841925998,1760400.852467801,1742912.631167918,5540212.676548676,146700.0710389834,145242.71926399317,461684.3897123896,backcast_low,2.0,0.0099342267844094
Guiguinto,Urban_3,2003,74451.8,64.51117246733975,74.24704794669967,203.02513202123708,1753085.1122609184,1735669.5671833467,5517189.081339841,146090.4260217432,144639.13059861222,459765.75677832006,backcast_low,2.0,0.0099342267844094
