municipality,urban_file,year,mean_monthly_m3,annual_m3,population,lpcd,observed,n_months_observed
Santa Maria,Urban_4,2023,1160960.5,13931526.0,314348.75,121.42107892448004,True,12
Santa Maria,Urban_4,2024,1235953.75,14831445.0,322525.0,125.98743009196484,True,12
San Ildefonso,Urban_5,2000,,,79956.0,,False,0
San Ildefonso,Urban_5,2001,,,81460.4,,False,0
San Ildefonso,Urban_5,2002,,,82964.8,,False,0
San Ildefonso,Urban_5,2003,,,84469.2,,False,0
San Ildefonso,Urban_5,2004,,,85973.6,,False,0
San Ildefonso,Urban_5,2005,74992.5,899910.0,87478.0,28.184307475194547,True,12
San Ildefonso,Urban_5,2006,98591.0,1183092.0,88982.4,36.42684334436338,True,12
San Ildefonso,Urban_5,2007,103845.5,1246146.0,90486.8,37.730349953109034,True,12
San Ildefonso,Urban_5,2008,106072.0,1272864.0,91991.2,37.90904597545185,True,12
San Ildefonso,Urban_5,2009,156404.5,1876854.0,93495.6,54.99794379013191,True,12
San Ildefonso,Urban_5,2010,126112.0,1513344.0,95000.0,43.64366258111031,True,12
San Ildefonso,Urban_5,2011,146869.0,1762428.0,96894.2,49.83342514839587,True,12
San Ildefonso,Urban_5,2012,147892.5,1774710.0,98788.4,49.218523410463085,True,12
San Ildefonso,Urban_5,2013,161255.5,1935066.0,100682.6,52.656076471321825,True,12
San Ildefonso,Urban_5,2014,194492.0,2333904.0,102576.8,62.336293725740866,True,12
San Ildefonso,Urban_5,2015,229857.5,2758290.0,104471.0,72.33547016980395,True,12
San Ildefonso,Urban_5,2016,255226.5,3062718.0,106719.4,78.62683091526078,True,12
San Ildefonso,Urban_5,2017,303856.5,3646278.0,108967.8,91.67664887908197,True,12
San Ildefonso,Urban_5,2018,336812.5,4041750.0,111216.2,99.56542006679672,True,12
San Ildefonso,Urban_5,2019,328760.0,3945120.0,113464.6,95.25920811605981,True,12
San Ildefonso,Urban_5,2020,328760.0,3945120.0,115713.0,93.40824233409798,True,12
San Ildefonso,Urban_5,2021,328760.0,3945120.0,117569.75,91.93306905224753,True,12
San Ildefonso,Urban_5,2022,375567.5,4506810.0,119426.5,103.38932027258814,True,12
San Ildefonso,Urban_5,2023,379971.5,4559658.0,121283.25,103.00032113775099,True,12
San Ildefonso,Urban_5,2024,373277.0,4479324.0,123140.0,99.65990375138222,True,12
San Miguel,Urban_5,2000,,,123824.0,,False,0
San Miguel,Urban_5,2001,,,125727.0,,False,0
San Miguel,Urban_5,2002,,,127630.0,,False,0
San Miguel,Urban_5,2003,,,129533.0,,False,0
San Miguel,Urban_5,2004,,,131436.0,,False,0
San Miguel,Urban_5,2005,112222.5,1346670.0,133339.0,27.670125389533958,True,12
San Miguel,Urban_5,2006,120603.0,1447236.0,135242.0,29.31803830900387,True,12
San Miguel,Urban_5,2007,115995.0,1391940.0,137145.0,27.806586070037863,True,12
San Miguel,Urban_5,2008,123065.0,1476780.0,139048.0,29.09766845074885,True,12
San Miguel,Urban_5,2009,137804.0,1653648.0,140951.0,32.142676999478006,True,12
San Miguel,Urban_5,2010,150665.0,1807980.0,142854.0,34.67435187683718,True,12
San Miguel,Urban_5,2011,148621.0,1783452.0,145059.6,33.68387795784422,True,12
San Miguel,Urban_5,2012,152720.5,1832646.0,147265.2,34.09459903090125,True,12
San Miguel,Urban_5,2013,154954.0,1859448.0,149470.8,34.08276454124673,True,12
San Miguel,Urban_5,2014,213219.0,2558628.0,151676.4,46.216416832331184,True,12
San Miguel,Urban_5,2015,230995.0,2771940.0,153882.0,49.35181609534293,True,12
San Miguel,Urban_5,2016,248368.0,2980416.0,157520.2,51.83794388066567,True,12
San Miguel,Urban_5,2017,271746.5,3260958.0,161158.4,55.43695833943074,True,12
San Miguel,Urban_5,2018,306118.5,3673422.0,164796.6,61.07025183173499,True,12
San Miguel,Urban_5,2019,314268.0,3771216.0,168434.8,61.34182858967973,True,12
San Miguel,Urban_5,2020,391445.0,4697340.0,172073.0,74.79049390394917,True,12
San Miguel,Urban_5,2021,403711.5,4844538.0,174002.75,76.27871886688612,True,12
San Miguel,Urban_5,2022,424347.5,5092170.0,175932.5,79.29831432470696,True,12
San Miguel,Urban_5,2023,432257.5,5187090.0,177862.25,79.90006580627454,True,12
San Miguel,Urban_5,2024,430175.8333333333,5162110.0,179792.0,78.66182657341635,True,12
